r,t,f,y,ProductionByTechnologyAnnual
"Region1","IMP_KER","TRA_AIR_FREIGHT",2029,0
"Region1","IMP_KER","TRA_AIR_FREIGHT",2030,0
"Region1","IMP_KER","TRA_AIR_FREIGHT",2031,0
"Region1","IMP_KER","TRA_AIR_FREIGHT",2032,0
"Region1","IMP_KER","TRA_AIR_FREIGHT",2033,0
"Region1","IMP_KER","TRA_AIR_FREIGHT",2034,0
"Region1","IMP_KER","TRA_AIR_FREIGHT",2035,0
"Region1","IMP_KER","TRA_AIR_PSNG",2018,0
"Region1","IMP_KER","TRA_AIR_PSNG",2019,0
"Region1","IMP_KER","TRA_AIR_PSNG",2020,0
"Region1","IMP_KER","TRA_AIR_PSNG",2021,0
"Region1","IMP_KER","TRA_AIR_PSNG",2022,0
"Region1","IMP_KER","TRA_AIR_PSNG",2023,0
"Region1","IMP_KER","TRA_AIR_PSNG",2024,0
"Region1","IMP_KER","TRA_AIR_PSNG",2025,0
"Region1","IMP_KER","TRA_AIR_PSNG",2026,0
"Region1","IMP_KER","TRA_AIR_PSNG",2027,0
"Region1","IMP_KER","TRA_AIR_PSNG",2028,0
"Region1","IMP_KER","TRA_AIR_PSNG",2029,0
"Region1","IMP_KER","TRA_AIR_PSNG",2030,0
"Region1","IMP_KER","TRA_AIR_PSNG",2031,0
"Region1","IMP_KER","TRA_AIR_PSNG",2032,0
"Region1","IMP_KER","TRA_AIR_PSNG",2033,0
"Region1","IMP_KER","TRA_AIR_PSNG",2034,0
"Region1","IMP_KER","TRA_AIR_PSNG",2035,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2018,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2019,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2020,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2021,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2022,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2023,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2024,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2025,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2026,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2027,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2028,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2029,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2030,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2031,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2032,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2033,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2034,0
"Region1","IMP_KER","TRA_LAND_FREIGHT",2035,0
"Region1","IMP_KER","TRA_LAND_PSNG",2018,0
"Region1","IMP_KER","TRA_LAND_PSNG",2019,0
"Region1","IMP_KER","TRA_LAND_PSNG",2020,0
"Region1","IMP_KER","TRA_LAND_PSNG",2021,0
"Region1","IMP_KER","TRA_LAND_PSNG",2022,0
"Region1","IMP_KER","TRA_LAND_PSNG",2023,0
"Region1","IMP_KER","TRA_LAND_PSNG",2024,0
"Region1","IMP_KER","TRA_LAND_PSNG",2025,0
"Region1","IMP_KER","TRA_LAND_PSNG",2026,0
"Region1","IMP_KER","TRA_LAND_PSNG",2027,0
"Region1","IMP_KER","TRA_LAND_PSNG",2028,0
"Region1","IMP_KER","TRA_LAND_PSNG",2029,0
"Region1","IMP_KER","TRA_LAND_PSNG",2030,0
"Region1","IMP_KER","TRA_LAND_PSNG",2031,0
"Region1","IMP_KER","TRA_LAND_PSNG",2032,0
"Region1","IMP_KER","TRA_LAND_PSNG",2033,0
"Region1","IMP_KER","TRA_LAND_PSNG",2034,0
"Region1","IMP_KER","TRA_LAND_PSNG",2035,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2018,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2019,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2020,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2021,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2022,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2023,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2024,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2025,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2026,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2027,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2028,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2029,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2030,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2031,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2032,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2033,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2034,0
"Region1","IMP_KER","TRA_SHIP_FREIGHT",2035,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2018,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2019,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2020,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2021,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2022,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2023,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2024,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2025,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2026,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2027,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2028,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2029,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2030,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2031,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2032,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2033,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2034,0
"Region1","IMP_KER","TRA_SHIP_PSNG",2035,0
"Region1","IMP_KER","WND",2018,0
"Region1","IMP_KER","WND",2019,0
"Region1","IMP_KER","WND",2020,0
"Region1","IMP_KER","WND",2021,0
"Region1","IMP_KER","WND",2022,0
"Region1","IMP_KER","WND",2023,0
"Region1","IMP_KER","WND",2024,0
"Region1","IMP_KER","WND",2025,0
"Region1","IMP_KER","WND",2026,0
"Region1","IMP_KER","WND",2027,0
"Region1","IMP_KER","WND",2028,0
"Region1","IMP_KER","WND",2029,0
"Region1","IMP_KER","WND",2030,0
"Region1","IMP_KER","WND",2031,0
"Region1","IMP_KER","WND",2032,0
"Region1","IMP_KER","WND",2033,0
"Region1","IMP_KER","WND",2034,0
"Region1","IMP_KER","WND",2035,0
"Region1","IMP_LPG","BIO",2018,0
"Region1","IMP_LPG","BIO",2019,0
"Region1","IMP_LPG","BIO",2020,0
"Region1","IMP_LPG","BIO",2021,0
"Region1","IMP_LPG","BIO",2022,0
"Region1","IMP_LPG","BIO",2023,0
"Region1","IMP_LPG","BIO",2024,0
"Region1","IMP_LPG","BIO",2025,0
"Region1","IMP_LPG","BIO",2026,0
"Region1","IMP_LPG","BIO",2027,0
"Region1","IMP_LPG","BIO",2028,0
"Region1","IMP_LPG","BIO",2029,0
"Region1","IMP_LPG","BIO",2030,0
"Region1","IMP_LPG","BIO",2031,0
"Region1","IMP_LPG","BIO",2032,0
"Region1","IMP_LPG","BIO",2033,0
"Region1","IMP_LPG","BIO",2034,0
"Region1","IMP_LPG","BIO",2035,0
"Region1","IMP_LPG","BIODSL",2018,0
"Region1","IMP_LPG","BIODSL",2019,0
"Region1","IMP_LPG","BIODSL",2020,0
"Region1","IMP_LPG","BIODSL",2021,0
"Region1","IMP_LPG","BIODSL",2022,0
"Region1","IMP_LPG","BIODSL",2023,0
"Region1","IMP_LPG","BIODSL",2024,0
"Region1","IMP_LPG","BIODSL",2025,0
"Region1","IMP_LPG","BIODSL",2026,0
"Region1","IMP_LPG","BIODSL",2027,0
"Region1","IMP_LPG","BIODSL",2028,0
"Region1","IMP_LPG","BIODSL",2029,0
"Region1","IMP_LPG","BIODSL",2030,0
"Region1","IMP_LPG","BIODSL",2031,0
"Region1","IMP_LPG","BIODSL",2032,0
"Region1","IMP_LPG","BIODSL",2033,0
"Region1","IMP_LPG","BIODSL",2034,0
"Region1","IMP_LPG","BIODSL",2035,0
"Region1","IMP_LPG","BIOGSL",2018,0
"Region1","IMP_LPG","BIOGSL",2019,0
"Region1","IMP_LPG","BIOGSL",2020,0
"Region1","IMP_LPG","BIOGSL",2021,0
"Region1","IMP_LPG","BIOGSL",2022,0
"Region1","IMP_LPG","BIOGSL",2023,0
"Region1","IMP_LPG","BIOGSL",2024,0
"Region1","IMP_LPG","BIOGSL",2025,0
"Region1","IMP_LPG","BIOGSL",2026,0
"Region1","IMP_LPG","BIOGSL",2027,0
"Region1","IMP_LPG","BIOGSL",2028,0
"Region1","IMP_LPG","BIOGSL",2029,0
"Region1","IMP_LPG","BIOGSL",2030,0
"Region1","IMP_LPG","BIOGSL",2031,0
"Region1","IMP_LPG","BIOGSL",2032,0
"Region1","IMP_LPG","BIOGSL",2033,0
"Region1","IMP_LPG","BIOGSL",2034,0
"Region1","IMP_LPG","BIOGSL",2035,0
"Region1","IMP_LPG","COA",2018,0
"Region1","IMP_LPG","COA",2019,0
"Region1","IMP_LPG","COA",2020,0
"Region1","IMP_LPG","COA",2021,0
"Region1","IMP_LPG","COA",2022,0
"Region1","IMP_LPG","COA",2023,0
"Region1","IMP_LPG","COA",2024,0
"Region1","IMP_LPG","COA",2025,0
"Region1","IMP_LPG","COA",2026,0
"Region1","IMP_LPG","COA",2027,0
"Region1","IMP_LPG","COA",2028,0
"Region1","IMP_LPG","COA",2029,0
"Region1","IMP_LPG","COA",2030,0
"Region1","IMP_LPG","COA",2031,0
"Region1","IMP_LPG","COA",2032,0
"Region1","IMP_LPG","COA",2033,0
"Region1","IMP_LPG","COA",2034,0
"Region1","IMP_LPG","COA",2035,0
"Region1","IMP_LPG","COM_ELC",2018,0
"Region1","IMP_LPG","COM_ELC",2019,0
"Region1","IMP_LPG","COM_ELC",2020,0
"Region1","IMP_LPG","COM_ELC",2021,0
"Region1","IMP_LPG","COM_ELC",2022,0
"Region1","IMP_LPG","COM_ELC",2023,0
"Region1","IMP_LPG","COM_ELC",2024,0
"Region1","IMP_LPG","COM_ELC",2025,0
"Region1","IMP_LPG","COM_ELC",2026,0
"Region1","IMP_LPG","COM_ELC",2027,0
"Region1","IMP_LPG","COM_ELC",2028,0
"Region1","IMP_LPG","COM_ELC",2029,0
"Region1","IMP_LPG","COM_ELC",2030,0
"Region1","IMP_LPG","COM_ELC",2031,0
"Region1","IMP_LPG","COM_ELC",2032,0
"Region1","IMP_LPG","COM_ELC",2033,0
"Region1","IMP_LPG","COM_ELC",2034,0
"Region1","IMP_LPG","COM_ELC",2035,0
"Region1","IMP_LPG","COM_OTH",2018,0
"Region1","IMP_LPG","COM_OTH",2019,0
"Region1","IMP_LPG","COM_OTH",2020,0
"Region1","IMP_LPG","COM_OTH",2021,0
"Region1","IMP_LPG","COM_OTH",2022,0
"Region1","IMP_LPG","COM_OTH",2023,0
"Region1","IMP_LPG","COM_OTH",2024,0
"Region1","IMP_LPG","COM_OTH",2025,0
"Region1","IMP_LPG","COM_OTH",2026,0
"Region1","IMP_LPG","COM_OTH",2027,0
"Region1","IMP_LPG","COM_OTH",2028,0
"Region1","IMP_LPG","COM_OTH",2029,0
"Region1","IMP_LPG","COM_OTH",2030,0
"Region1","IMP_LPG","COM_OTH",2031,0
"Region1","IMP_LPG","COM_OTH",2032,0
"Region1","IMP_LPG","COM_OTH",2033,0
"Region1","IMP_LPG","COM_OTH",2034,0
"Region1","IMP_LPG","COM_OTH",2035,0
"Region1","IMP_LPG","DSL",2018,0
"Region1","IMP_LPG","DSL",2019,0
"Region1","IMP_LPG","DSL",2020,0
"Region1","IMP_LPG","DSL",2021,0
"Region1","IMP_LPG","DSL",2022,0
"Region1","IMP_LPG","DSL",2023,0
"Region1","IMP_LPG","DSL",2024,0
"Region1","IMP_LPG","DSL",2025,0
"Region1","IMP_LPG","DSL",2026,0
"Region1","IMP_LPG","DSL",2027,0
"Region1","IMP_LPG","DSL",2028,0
"Region1","IMP_LPG","DSL",2029,0
"Region1","IMP_LPG","DSL",2030,0
"Region1","IMP_LPG","DSL",2031,0
"Region1","IMP_LPG","DSL",2032,0
"Region1","IMP_LPG","DSL",2033,0
"Region1","IMP_LPG","DSL",2034,0
"Region1","IMP_LPG","DSL",2035,0
"Region1","IMP_LPG","ELC_001",2018,0
"Region1","IMP_LPG","ELC_001",2019,0
"Region1","IMP_LPG","ELC_001",2020,0
"Region1","IMP_LPG","ELC_001",2021,0
"Region1","IMP_LPG","ELC_001",2022,0
"Region1","IMP_LPG","ELC_001",2023,0
"Region1","IMP_LPG","ELC_001",2024,0
"Region1","IMP_LPG","ELC_001",2025,0
"Region1","IMP_LPG","ELC_001",2026,0
"Region1","IMP_LPG","ELC_001",2027,0
"Region1","IMP_LPG","ELC_001",2028,0
"Region1","IMP_LPG","ELC_001",2029,0
"Region1","IMP_LPG","ELC_001",2030,0
"Region1","IMP_LPG","ELC_001",2031,0
"Region1","IMP_LPG","ELC_001",2032,0
"Region1","IMP_LPG","ELC_001",2033,0
"Region1","IMP_LPG","ELC_001",2034,0
"Region1","IMP_LPG","ELC_001",2035,0
"Region1","IMP_LPG","ELC_002",2018,0
"Region1","IMP_LPG","ELC_002",2019,0
"Region1","IMP_LPG","ELC_002",2020,0
"Region1","IMP_LPG","ELC_002",2021,0
"Region1","IMP_LPG","ELC_002",2022,0
"Region1","IMP_LPG","ELC_002",2023,0
"Region1","IMP_LPG","ELC_002",2024,0
"Region1","IMP_LPG","ELC_002",2025,0
"Region1","IMP_LPG","ELC_002",2026,0
"Region1","IMP_LPG","ELC_002",2027,0
"Region1","IMP_LPG","ELC_002",2028,0
"Region1","IMP_LPG","ELC_002",2029,0
"Region1","IMP_LPG","ELC_002",2030,0
"Region1","IMP_LPG","ELC_002",2031,0
"Region1","IMP_LPG","ELC_002",2032,0
"Region1","IMP_LPG","ELC_002",2033,0
"Region1","IMP_LPG","ELC_002",2034,0
"Region1","IMP_LPG","ELC_002",2035,0
"Region1","IMP_LPG","ELC_003",2018,0
"Region1","IMP_LPG","ELC_003",2019,0
"Region1","IMP_LPG","ELC_003",2020,0
"Region1","IMP_LPG","ELC_003",2021,0
"Region1","IMP_LPG","ELC_003",2022,0
"Region1","IMP_LPG","ELC_003",2023,0
"Region1","IMP_LPG","ELC_003",2024,0
"Region1","IMP_LPG","ELC_003",2025,0
"Region1","IMP_LPG","ELC_003",2026,0
"Region1","IMP_LPG","ELC_003",2027,0
"Region1","IMP_LPG","ELC_003",2028,0
"Region1","IMP_LPG","ELC_003",2029,0
"Region1","IMP_LPG","ELC_003",2030,0
"Region1","IMP_LPG","ELC_003",2031,0
"Region1","IMP_LPG","ELC_003",2032,0
"Region1","IMP_LPG","ELC_003",2033,0
"Region1","IMP_LPG","ELC_003",2034,0
"Region1","IMP_LPG","ELC_003",2035,0
"Region1","IMP_LPG","GEO",2018,0
"Region1","IMP_LPG","GEO",2019,0
"Region1","IMP_LPG","GEO",2020,0
"Region1","IMP_LPG","GEO",2021,0
"Region1","IMP_LPG","GEO",2022,0
"Region1","IMP_LPG","GEO",2023,0
"Region1","IMP_LPG","GEO",2024,0
"Region1","IMP_LPG","GEO",2025,0
"Region1","IMP_LPG","GEO",2026,0
"Region1","IMP_LPG","GEO",2027,0
"Region1","IMP_LPG","GEO",2028,0
"Region1","IMP_LPG","GEO",2029,0
"Region1","IMP_LPG","GEO",2030,0
"Region1","IMP_LPG","GEO",2031,0
"Region1","IMP_LPG","GEO",2032,0
"Region1","IMP_LPG","GEO",2033,0
"Region1","IMP_LPG","GEO",2034,0
"Region1","IMP_LPG","GEO",2035,0
"Region1","IMP_LPG","GSL",2018,0
"Region1","IMP_LPG","GSL",2019,0
"Region1","IMP_LPG","GSL",2020,0
"Region1","IMP_LPG","GSL",2021,0
"Region1","IMP_LPG","GSL",2022,0
"Region1","IMP_LPG","GSL",2023,0
"Region1","IMP_LPG","GSL",2024,0
"Region1","IMP_LPG","GSL",2025,0
"Region1","IMP_LPG","GSL",2026,0
"Region1","IMP_LPG","GSL",2027,0
"Region1","IMP_LPG","GSL",2028,0
"Region1","IMP_LPG","GSL",2029,0
"Region1","IMP_LPG","GSL",2030,0
"Region1","IMP_LPG","GSL",2031,0
"Region1","IMP_LPG","GSL",2032,0
"Region1","IMP_LPG","GSL",2033,0
"Region1","IMP_LPG","GSL",2034,0
"Region1","IMP_LPG","GSL",2035,0
"Region1","IMP_LPG","HYD",2018,0
"Region1","IMP_LPG","HYD",2019,0
"Region1","IMP_LPG","HYD",2020,0
"Region1","IMP_LPG","HYD",2021,0
"Region1","IMP_LPG","HYD",2022,0
"Region1","IMP_LPG","HYD",2023,0
"Region1","IMP_LPG","HYD",2024,0
"Region1","IMP_LPG","HYD",2025,0
"Region1","IMP_LPG","HYD",2026,0
"Region1","IMP_LPG","HYD",2027,0
"Region1","IMP_LPG","HYD",2028,0
"Region1","IMP_LPG","HYD",2029,0
"Region1","IMP_LPG","HYD",2030,0
"Region1","IMP_LPG","HYD",2031,0
"Region1","IMP_LPG","HYD",2032,0
"Region1","IMP_LPG","HYD",2033,0
"Region1","IMP_LPG","HYD",2034,0
"Region1","IMP_LPG","HYD",2035,0
"Region1","IMP_LPG","IND_CHEM",2018,0
"Region1","IMP_LPG","IND_CHEM",2019,0
"Region1","IMP_LPG","IND_CHEM",2020,0
"Region1","IMP_LPG","IND_CHEM",2021,0
"Region1","IMP_LPG","IND_CHEM",2022,0
"Region1","IMP_LPG","IND_CHEM",2023,0
"Region1","IMP_LPG","IND_CHEM",2024,0
"Region1","IMP_LPG","IND_CHEM",2025,0
"Region1","IMP_LPG","IND_CHEM",2026,0
"Region1","IMP_LPG","IND_CHEM",2027,0
"Region1","IMP_LPG","IND_CHEM",2028,0
"Region1","IMP_LPG","IND_CHEM",2029,0
"Region1","IMP_LPG","IND_CHEM",2030,0
"Region1","IMP_LPG","IND_CHEM",2031,0
"Region1","IMP_LPG","IND_CHEM",2032,0
"Region1","IMP_LPG","IND_CHEM",2033,0
"Region1","IMP_LPG","IND_CHEM",2034,0
"Region1","IMP_LPG","IND_CHEM",2035,0
"Region1","IMP_LPG","IND_CMNT",2018,0
"Region1","IMP_LPG","IND_CMNT",2019,0
"Region1","IMP_LPG","IND_CMNT",2020,0
"Region1","IMP_LPG","IND_CMNT",2021,0
"Region1","IMP_LPG","IND_CMNT",2022,0
"Region1","IMP_LPG","IND_CMNT",2023,0
"Region1","IMP_LPG","IND_CMNT",2024,0
"Region1","IMP_LPG","IND_CMNT",2025,0
"Region1","IMP_LPG","IND_CMNT",2026,0
"Region1","IMP_LPG","IND_CMNT",2027,0
"Region1","IMP_LPG","IND_CMNT",2028,0
"Region1","IMP_LPG","IND_CMNT",2029,0
"Region1","IMP_LPG","IND_CMNT",2030,0
"Region1","IMP_LPG","IND_CMNT",2031,0
"Region1","IMP_LPG","IND_CMNT",2032,0
"Region1","IMP_LPG","IND_CMNT",2033,0
"Region1","IMP_LPG","IND_CMNT",2034,0
"Region1","IMP_LPG","IND_CMNT",2035,0
"Region1","IMP_LPG","IND_FOOD",2018,0
"Region1","IMP_LPG","IND_FOOD",2019,0
"Region1","IMP_LPG","IND_FOOD",2020,0
"Region1","IMP_LPG","IND_FOOD",2021,0
"Region1","IMP_LPG","IND_FOOD",2022,0
"Region1","IMP_LPG","IND_FOOD",2023,0
"Region1","IMP_LPG","IND_FOOD",2024,0
"Region1","IMP_LPG","IND_FOOD",2025,0
"Region1","IMP_LPG","IND_FOOD",2026,0
"Region1","IMP_LPG","IND_FOOD",2027,0
"Region1","IMP_LPG","IND_FOOD",2028,0
"Region1","IMP_LPG","IND_FOOD",2029,0
"Region1","IMP_LPG","IND_FOOD",2030,0
"Region1","IMP_LPG","IND_FOOD",2031,0
"Region1","IMP_LPG","IND_FOOD",2032,0
"Region1","IMP_LPG","IND_FOOD",2033,0
"Region1","IMP_LPG","IND_FOOD",2034,0
"Region1","IMP_LPG","IND_FOOD",2035,0
"Region1","IMP_LPG","IND_OTH",2018,0
"Region1","IMP_LPG","IND_OTH",2019,0
"Region1","IMP_LPG","IND_OTH",2020,0
"Region1","IMP_LPG","IND_OTH",2021,0
"Region1","IMP_LPG","IND_OTH",2022,0
"Region1","IMP_LPG","IND_OTH",2023,0
"Region1","IMP_LPG","IND_OTH",2024,0
"Region1","IMP_LPG","IND_OTH",2025,0
"Region1","IMP_LPG","IND_OTH",2026,0
"Region1","IMP_LPG","IND_OTH",2027,0
"Region1","IMP_LPG","IND_OTH",2028,0
"Region1","IMP_LPG","IND_OTH",2029,0
"Region1","IMP_LPG","IND_OTH",2030,0
"Region1","IMP_LPG","IND_OTH",2031,0
"Region1","IMP_LPG","IND_OTH",2032,0
"Region1","IMP_LPG","IND_OTH",2033,0
"Region1","IMP_LPG","IND_OTH",2034,0
"Region1","IMP_LPG","IND_OTH",2035,0
"Region1","IMP_LPG","IND_TEXT",2018,0
"Region1","IMP_LPG","IND_TEXT",2019,0
"Region1","IMP_LPG","IND_TEXT",2020,0
"Region1","IMP_LPG","IND_TEXT",2021,0
"Region1","IMP_LPG","IND_TEXT",2022,0
"Region1","IMP_LPG","IND_TEXT",2023,0
"Region1","IMP_LPG","IND_TEXT",2024,0
"Region1","IMP_LPG","IND_TEXT",2025,0
"Region1","IMP_LPG","IND_TEXT",2026,0
"Region1","IMP_LPG","IND_TEXT",2027,0
"Region1","IMP_LPG","IND_TEXT",2028,0
"Region1","IMP_LPG","IND_TEXT",2029,0
"Region1","IMP_LPG","IND_TEXT",2030,0
"Region1","IMP_LPG","IND_TEXT",2031,0
"Region1","IMP_LPG","IND_TEXT",2032,0
"Region1","IMP_LPG","IND_TEXT",2033,0
"Region1","IMP_LPG","IND_TEXT",2034,0
"Region1","IMP_LPG","IND_TEXT",2035,0
"Region1","IMP_LPG","KER",2018,0
"Region1","IMP_LPG","KER",2019,0
"Region1","IMP_LPG","KER",2020,0
"Region1","IMP_LPG","KER",2021,0
"Region1","IMP_LPG","KER",2022,0
"Region1","IMP_LPG","KER",2023,0
"Region1","IMP_LPG","KER",2024,0
"Region1","IMP_LPG","KER",2025,0
"Region1","IMP_LPG","KER",2026,0
"Region1","IMP_LPG","KER",2027,0
"Region1","IMP_LPG","KER",2028,0
"Region1","IMP_LPG","KER",2029,0
"Region1","IMP_LPG","KER",2030,0
"Region1","IMP_LPG","KER",2031,0
"Region1","IMP_LPG","KER",2032,0
"Region1","IMP_LPG","KER",2033,0
"Region1","IMP_LPG","KER",2034,0
"Region1","IMP_LPG","KER",2035,0
"Region1","IMP_LPG","LPG",2018,385.738118096
"Region1","IMP_LPG","LPG",2019,400.522189392
"Region1","IMP_LPG","LPG",2020,415.913117828
"Region1","IMP_LPG","LPG",2021,431.938340904
"Region1","IMP_LPG","LPG",2022,448.62669392
"Region1","IMP_LPG","LPG",2023,466.008491712
"Region1","IMP_LPG","LPG",2024,484.115613876
"Region1","IMP_LPG","LPG",2025,502.981597304
"Region1","IMP_LPG","LPG",2026,522.641732434
"Region1","IMP_LPG","LPG",2027,543.133168754
"Region1","IMP_LPG","LPG",2028,564.495024718
"Region1","IMP_LPG","LPG",2029,586.768505694
"Region1","IMP_LPG","LPG",2030,609.997030942
"Region1","IMP_LPG","LPG",2031,634.226367148
"Region1","IMP_LPG","LPG",2032,659.504772716
"Region1","IMP_LPG","LPG",2033,685.883150276
"Region1","IMP_LPG","LPG",2034,713.415210766
"Region1","IMP_LPG","LPG",2035,742.157647882
"Region1","IMP_LPG","NGS_001",2018,0
"Region1","IMP_LPG","NGS_001",2019,0
"Region1","IMP_LPG","NGS_001",2020,0
"Region1","IMP_LPG","NGS_001",2021,0
"Region1","IMP_LPG","NGS_001",2022,0
"Region1","IMP_LPG","NGS_001",2023,0
"Region1","IMP_LPG","NGS_001",2024,0
"Region1","IMP_LPG","NGS_001",2025,0
"Region1","IMP_LPG","NGS_001",2026,0
"Region1","IMP_LPG","NGS_001",2027,0
"Region1","IMP_LPG","NGS_001",2028,0
"Region1","IMP_LPG","NGS_001",2029,0
"Region1","IMP_LPG","NGS_001",2030,0
"Region1","IMP_LPG","NGS_001",2031,0
"Region1","IMP_LPG","NGS_001",2032,0
"Region1","IMP_LPG","NGS_001",2033,0
"Region1","IMP_LPG","NGS_001",2034,0
"Region1","IMP_LPG","NGS_001",2035,0
"Region1","IMP_LPG","NGS_002",2018,0
"Region1","IMP_LPG","NGS_002",2019,0
"Region1","IMP_LPG","NGS_002",2020,0
"Region1","IMP_LPG","NGS_002",2021,0
"Region1","IMP_LPG","NGS_002",2022,0
"Region1","IMP_LPG","NGS_002",2023,0
"Region1","IMP_LPG","NGS_002",2024,0
"Region1","IMP_LPG","NGS_002",2025,0
"Region1","IMP_LPG","NGS_002",2026,0
"Region1","IMP_LPG","NGS_002",2027,0
"Region1","IMP_LPG","NGS_002",2028,0
"Region1","IMP_LPG","NGS_002",2029,0
"Region1","IMP_LPG","NGS_002",2030,0
"Region1","IMP_LPG","NGS_002",2031,0
"Region1","IMP_LPG","NGS_002",2032,0
"Region1","IMP_LPG","NGS_002",2033,0
"Region1","IMP_LPG","NGS_002",2034,0
"Region1","IMP_LPG","NGS_002",2035,0
"Region1","IMP_LPG","OIL",2018,0
"Region1","IMP_LPG","OIL",2019,0
"Region1","IMP_LPG","OIL",2020,0
"Region1","IMP_LPG","OIL",2021,0
"Region1","IMP_LPG","OIL",2022,0
"Region1","IMP_LPG","OIL",2023,0
"Region1","IMP_LPG","OIL",2024,0
"Region1","IMP_LPG","OIL",2025,0
"Region1","IMP_LPG","OIL",2026,0
"Region1","IMP_LPG","OIL",2027,0
"Region1","IMP_LPG","OIL",2028,0
"Region1","IMP_LPG","OIL",2029,0
"Region1","IMP_LPG","OIL",2030,0
"Region1","IMP_LPG","OIL",2031,0
"Region1","IMP_LPG","OIL",2032,0
"Region1","IMP_LPG","OIL",2033,0
"Region1","IMP_LPG","OIL",2034,0
"Region1","IMP_LPG","OIL",2035,0
"Region1","IMP_LPG","OTH_EN",2018,0
"Region1","IMP_LPG","OTH_EN",2019,0
"Region1","IMP_LPG","OTH_EN",2020,0
"Region1","IMP_LPG","OTH_EN",2021,0
"Region1","IMP_LPG","OTH_EN",2022,0
"Region1","IMP_LPG","OTH_EN",2023,0
"Region1","IMP_LPG","OTH_EN",2024,0
"Region1","IMP_LPG","OTH_EN",2025,0
"Region1","IMP_LPG","OTH_EN",2026,0
"Region1","IMP_LPG","OTH_EN",2027,0
"Region1","IMP_LPG","OTH_EN",2028,0
"Region1","IMP_LPG","OTH_EN",2029,0
"Region1","IMP_LPG","OTH_EN",2030,0
"Region1","IMP_LPG","OTH_EN",2031,0
"Region1","IMP_LPG","OTH_EN",2032,0
"Region1","IMP_LPG","OTH_EN",2033,0
"Region1","IMP_LPG","OTH_EN",2034,0
"Region1","IMP_LPG","OTH_EN",2035,0
"Region1","IMP_LPG","RE_FUEL",2018,0
"Region1","IMP_LPG","RE_FUEL",2019,0
"Region1","IMP_LPG","RE_FUEL",2020,0
"Region1","IMP_LPG","RE_FUEL",2021,0
"Region1","IMP_LPG","RE_FUEL",2022,0
"Region1","IMP_LPG","RE_FUEL",2023,0
"Region1","IMP_LPG","RE_FUEL",2024,0
"Region1","IMP_LPG","RE_FUEL",2025,0
"Region1","IMP_LPG","RE_FUEL",2026,0
"Region1","IMP_LPG","RE_FUEL",2027,0
