r,t,f,y,UseByTechnologyAnnual
"Region1","IMP_OIL","NGS_002",2027,0
"Region1","IMP_OIL","NGS_002",2028,0
"Region1","IMP_OIL","NGS_002",2029,0
"Region1","IMP_OIL","NGS_002",2030,0
"Region1","IMP_OIL","NGS_002",2031,0
"Region1","IMP_OIL","NGS_002",2032,0
"Region1","IMP_OIL","NGS_002",2033,0
"Region1","IMP_OIL","NGS_002",2034,0
"Region1","IMP_OIL","NGS_002",2035,0
"Region1","IMP_OIL","OIL",2018,0
"Region1","IMP_OIL","OIL",2019,0
"Region1","IMP_OIL","OIL",2020,0
"Region1","IMP_OIL","OIL",2021,0
"Region1","IMP_OIL","OIL",2022,0
"Region1","IMP_OIL","OIL",2023,0
"Region1","IMP_OIL","OIL",2024,0
"Region1","IMP_OIL","OIL",2025,0
"Region1","IMP_OIL","OIL",2026,0
"Region1","IMP_OIL","OIL",2027,0
"Region1","IMP_OIL","OIL",2028,0
"Region1","IMP_OIL","OIL",2029,0
"Region1","IMP_OIL","OIL",2030,0
"Region1","IMP_OIL","OIL",2031,0
"Region1","IMP_OIL","OIL",2032,0
"Region1","IMP_OIL","OIL",2033,0
"Region1","IMP_OIL","OIL",2034,0
"Region1","IMP_OIL","OIL",2035,0
"Region1","IMP_OIL","OTH_EN",2018,0
"Region1","IMP_OIL","OTH_EN",2019,0
"Region1","IMP_OIL","OTH_EN",2020,0
"Region1","IMP_OIL","OTH_EN",2021,0
"Region1","IMP_OIL","OTH_EN",2022,0
"Region1","IMP_OIL","OTH_EN",2023,0
"Region1","IMP_OIL","OTH_EN",2024,0
"Region1","IMP_OIL","OTH_EN",2025,0
"Region1","IMP_OIL","OTH_EN",2026,0
"Region1","IMP_OIL","OTH_EN",2027,0
"Region1","IMP_OIL","OTH_EN",2028,0
"Region1","IMP_OIL","OTH_EN",2029,0
"Region1","IMP_OIL","OTH_EN",2030,0
"Region1","IMP_OIL","OTH_EN",2031,0
"Region1","IMP_OIL","OTH_EN",2032,0
"Region1","IMP_OIL","OTH_EN",2033,0
"Region1","IMP_OIL","OTH_EN",2034,0
"Region1","IMP_OIL","OTH_EN",2035,0
"Region1","IMP_OIL","RE_FUEL",2018,0
"Region1","IMP_OIL","RE_FUEL",2019,0
"Region1","IMP_OIL","RE_FUEL",2020,0
"Region1","IMP_OIL","RE_FUEL",2021,0
"Region1","IMP_OIL","RE_FUEL",2022,0
"Region1","IMP_OIL","RE_FUEL",2023,0
"Region1","IMP_OIL","RE_FUEL",2024,0
"Region1","IMP_OIL","RE_FUEL",2025,0
"Region1","IMP_OIL","RE_FUEL",2026,0
"Region1","IMP_OIL","RE_FUEL",2027,0
"Region1","IMP_OIL","RE_FUEL",2028,0
"Region1","IMP_OIL","RE_FUEL",2029,0
"Region1","IMP_OIL","RE_FUEL",2030,0
"Region1","IMP_OIL","RE_FUEL",2031,0
"Region1","IMP_OIL","RE_FUEL",2032,0
"Region1","IMP_OIL","RE_FUEL",2033,0
"Region1","IMP_OIL","RE_FUEL",2034,0
"Region1","IMP_OIL","RE_FUEL",2035,0
"Region1","IMP_OIL","RES_COOL",2018,0
"Region1","IMP_OIL","RES_COOL",2019,0
"Region1","IMP_OIL","RES_COOL",2020,0
"Region1","IMP_OIL","RES_COOL",2021,0
"Region1","IMP_OIL","RES_COOL",2022,0
"Region1","IMP_OIL","RES_COOL",2023,0
"Region1","IMP_OIL","RES_COOL",2024,0
"Region1","IMP_OIL","RES_COOL",2025,0
"Region1","IMP_OIL","RES_COOL",2026,0
"Region1","IMP_OIL","RES_COOL",2027,0
"Region1","IMP_OIL","RES_COOL",2028,0
"Region1","IMP_OIL","RES_COOL",2029,0
"Region1","IMP_OIL","RES_COOL",2030,0
"Region1","IMP_OIL","RES_COOL",2031,0
"Region1","IMP_OIL","RES_COOL",2032,0
"Region1","IMP_OIL","RES_COOL",2033,0
"Region1","IMP_OIL","RES_COOL",2034,0
"Region1","IMP_OIL","RES_COOL",2035,0
"Region1","IMP_OIL","RES_COOLb",2018,0
"Region1","IMP_OIL","RES_COOLb",2019,0
"Region1","IMP_OIL","RES_COOLb",2020,0
"Region1","IMP_OIL","RES_COOLb",2021,0
"Region1","IMP_OIL","RES_COOLb",2022,0
"Region1","IMP_OIL","RES_COOLb",2023,0
"Region1","IMP_OIL","RES_COOLb",2024,0
"Region1","IMP_OIL","RES_COOLb",2025,0
"Region1","IMP_OIL","RES_COOLb",2026,0
"Region1","IMP_OIL","RES_COOLb",2027,0
"Region1","IMP_OIL","RES_COOLb",2028,0
"Region1","IMP_OIL","RES_COOLb",2029,0
"Region1","IMP_OIL","RES_COOLb",2030,0
"Region1","IMP_OIL","RES_COOLb",2031,0
"Region1","IMP_OIL","RES_COOLb",2032,0
"Region1","IMP_OIL","RES_COOLb",2033,0
"Region1","IMP_OIL","RES_COOLb",2034,0
"Region1","IMP_OIL","RES_COOLb",2035,0
"Region1","IMP_OIL","RES_CWH",2018,0
"Region1","IMP_OIL","RES_CWH",2019,0
"Region1","IMP_OIL","RES_CWH",2020,0
"Region1","IMP_OIL","RES_CWH",2021,0
"Region1","IMP_OIL","RES_CWH",2022,0
"Region1","IMP_OIL","RES_CWH",2023,0
"Region1","IMP_OIL","RES_CWH",2024,0
"Region1","IMP_OIL","RES_CWH",2025,0
"Region1","IMP_OIL","RES_CWH",2026,0
"Region1","IMP_OIL","RES_CWH",2027,0
"Region1","IMP_OIL","RES_CWH",2028,0
"Region1","IMP_OIL","RES_CWH",2029,0
"Region1","IMP_OIL","RES_CWH",2030,0
"Region1","IMP_OIL","RES_CWH",2031,0
"Region1","IMP_OIL","RES_CWH",2032,0
"Region1","IMP_OIL","RES_CWH",2033,0
"Region1","IMP_OIL","RES_CWH",2034,0
"Region1","IMP_OIL","RES_CWH",2035,0
"Region1","IMP_OIL","RES_ELC_APP",2018,0
"Region1","IMP_OIL","RES_ELC_APP",2019,0
"Region1","IMP_OIL","RES_ELC_APP",2020,0
"Region1","IMP_OIL","RES_ELC_APP",2021,0
"Region1","IMP_OIL","RES_ELC_APP",2022,0
"Region1","IMP_OIL","RES_ELC_APP",2023,0
"Region1","IMP_OIL","RES_ELC_APP",2024,0
"Region1","IMP_OIL","RES_ELC_APP",2025,0
"Region1","IMP_OIL","RES_ELC_APP",2026,0
"Region1","IMP_OIL","RES_ELC_APP",2027,0
"Region1","IMP_OIL","RES_ELC_APP",2028,0
"Region1","IMP_OIL","RES_ELC_APP",2029,0
"Region1","IMP_OIL","RES_ELC_APP",2030,0
"Region1","IMP_OIL","RES_ELC_APP",2031,0
"Region1","IMP_OIL","RES_ELC_APP",2032,0
"Region1","IMP_OIL","RES_ELC_APP",2033,0
"Region1","IMP_OIL","RES_ELC_APP",2034,0
"Region1","IMP_OIL","RES_ELC_APP",2035,0
"Region1","IMP_OIL","RES_ELC_APPb",2018,0
"Region1","IMP_OIL","RES_ELC_APPb",2019,0
"Region1","IMP_OIL","RES_ELC_APPb",2020,0
"Region1","IMP_OIL","RES_ELC_APPb",2021,0
"Region1","IMP_OIL","RES_ELC_APPb",2022,0
"Region1","IMP_OIL","RES_ELC_APPb",2023,0
"Region1","IMP_OIL","RES_ELC_APPb",2024,0
"Region1","IMP_OIL","RES_ELC_APPb",2025,0
"Region1","IMP_OIL","RES_ELC_APPb",2026,0
"Region1","IMP_OIL","RES_ELC_APPb",2027,0
"Region1","IMP_OIL","RES_ELC_APPb",2028,0
"Region1","IMP_OIL","RES_ELC_APPb",2029,0
"Region1","IMP_OIL","RES_ELC_APPb",2030,0
"Region1","IMP_OIL","RES_ELC_APPb",2031,0
"Region1","IMP_OIL","RES_ELC_APPb",2032,0
"Region1","IMP_OIL","RES_ELC_APPb",2033,0
"Region1","IMP_OIL","RES_ELC_APPb",2034,0
"Region1","IMP_OIL","RES_ELC_APPb",2035,0
"Region1","IMP_OIL","SOL",2018,0
"Region1","IMP_OIL","SOL",2019,0
"Region1","IMP_OIL","SOL",2020,0
"Region1","IMP_OIL","SOL",2021,0
"Region1","IMP_OIL","SOL",2022,0
"Region1","IMP_OIL","SOL",2023,0
"Region1","IMP_OIL","SOL",2024,0
"Region1","IMP_OIL","SOL",2025,0
"Region1","IMP_OIL","SOL",2026,0
"Region1","IMP_OIL","SOL",2027,0
"Region1","IMP_OIL","SOL",2028,0
"Region1","IMP_OIL","SOL",2029,0
"Region1","IMP_OIL","SOL",2030,0
"Region1","IMP_OIL","SOL",2031,0
"Region1","IMP_OIL","SOL",2032,0
"Region1","IMP_OIL","SOL",2033,0
"Region1","IMP_OIL","SOL",2034,0
"Region1","IMP_OIL","SOL",2035,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2018,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2019,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2020,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2021,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2022,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2023,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2024,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2025,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2026,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2027,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2028,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2029,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2030,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2031,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2032,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2033,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2034,0
"Region1","IMP_OIL","TRA_AIR_FREIGHT",2035,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2018,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2019,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2020,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2021,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2022,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2023,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2024,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2025,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2026,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2027,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2028,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2029,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2030,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2031,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2032,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2033,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2034,0
"Region1","IMP_OIL","TRA_AIR_PSNG",2035,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2018,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2019,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2020,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2021,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2022,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2023,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2024,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2025,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2026,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2027,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2028,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2029,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2030,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2031,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2032,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2033,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2034,0
"Region1","IMP_OIL","TRA_LAND_FREIGHT",2035,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2018,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2019,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2020,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2021,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2022,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2023,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2024,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2025,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2026,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2027,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2028,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2029,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2030,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2031,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2032,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2033,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2034,0
"Region1","IMP_OIL","TRA_LAND_PSNG",2035,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2018,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2019,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2020,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2021,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2022,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2023,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2024,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2025,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2026,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2027,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2028,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2029,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2030,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2031,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2032,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2033,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2034,0
"Region1","IMP_OIL","TRA_SHIP_FREIGHT",2035,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2018,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2019,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2020,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2021,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2022,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2023,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2024,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2025,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2026,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2027,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2028,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2029,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2030,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2031,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2032,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2033,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2034,0
"Region1","IMP_OIL","TRA_SHIP_PSNG",2035,0
"Region1","IMP_OIL","WND",2018,0
"Region1","IMP_OIL","WND",2019,0
"Region1","IMP_OIL","WND",2020,0
"Region1","IMP_OIL","WND",2021,0
"Region1","IMP_OIL","WND",2022,0
"Region1","IMP_OIL","WND",2023,0
"Region1","IMP_OIL","WND",2024,0
"Region1","IMP_OIL","WND",2025,0
"Region1","IMP_OIL","WND",2026,0
"Region1","IMP_OIL","WND",2027,0
"Region1","IMP_OIL","WND",2028,0
"Region1","IMP_OIL","WND",2029,0
"Region1","IMP_OIL","WND",2030,0
"Region1","IMP_OIL","WND",2031,0
"Region1","IMP_OIL","WND",2032,0
"Region1","IMP_OIL","WND",2033,0
"Region1","IMP_OIL","WND",2034,0
"Region1","IMP_OIL","WND",2035,0
"Region1","IMP_OILPRD","BIO",2018,0
"Region1","IMP_OILPRD","BIO",2019,0
"Region1","IMP_OILPRD","BIO",2020,0
"Region1","IMP_OILPRD","BIO",2021,0
"Region1","IMP_OILPRD","BIO",2022,0
"Region1","IMP_OILPRD","BIO",2023,0
"Region1","IMP_OILPRD","BIO",2024,0
"Region1","IMP_OILPRD","BIO",2025,0
"Region1","IMP_OILPRD","BIO",2026,0
"Region1","IMP_OILPRD","BIO",2027,0
"Region1","IMP_OILPRD","BIO",2028,0
"Region1","IMP_OILPRD","BIO",2029,0
"Region1","IMP_OILPRD","BIO",2030,0
"Region1","IMP_OILPRD","BIO",2031,0
"Region1","IMP_OILPRD","BIO",2032,0
"Region1","IMP_OILPRD","BIO",2033,0
"Region1","IMP_OILPRD","BIO",2034,0
"Region1","IMP_OILPRD","BIO",2035,0
"Region1","IMP_OILPRD","BIODSL",2018,0
"Region1","IMP_OILPRD","BIODSL",2019,0
"Region1","IMP_OILPRD","BIODSL",2020,0
"Region1","IMP_OILPRD","BIODSL",2021,0
"Region1","IMP_OILPRD","BIODSL",2022,0
"Region1","IMP_OILPRD","BIODSL",2023,0
"Region1","IMP_OILPRD","BIODSL",2024,0
"Region1","IMP_OILPRD","BIODSL",2025,0
"Region1","IMP_OILPRD","BIODSL",2026,0
"Region1","IMP_OILPRD","BIODSL",2027,0
"Region1","IMP_OILPRD","BIODSL",2028,0
"Region1","IMP_OILPRD","BIODSL",2029,0
"Region1","IMP_OILPRD","BIODSL",2030,0
"Region1","IMP_OILPRD","BIODSL",2031,0
"Region1","IMP_OILPRD","BIODSL",2032,0
"Region1","IMP_OILPRD","BIODSL",2033,0
"Region1","IMP_OILPRD","BIODSL",2034,0
"Region1","IMP_OILPRD","BIODSL",2035,0
"Region1","IMP_OILPRD","BIOGSL",2018,0
"Region1","IMP_OILPRD","BIOGSL",2019,0
"Region1","IMP_OILPRD","BIOGSL",2020,0
"Region1","IMP_OILPRD","BIOGSL",2021,0
"Region1","IMP_OILPRD","BIOGSL",2022,0
"Region1","IMP_OILPRD","BIOGSL",2023,0
"Region1","IMP_OILPRD","BIOGSL",2024,0
"Region1","IMP_OILPRD","BIOGSL",2025,0
"Region1","IMP_OILPRD","BIOGSL",2026,0
"Region1","IMP_OILPRD","BIOGSL",2027,0
"Region1","IMP_OILPRD","BIOGSL",2028,0
"Region1","IMP_OILPRD","BIOGSL",2029,0
"Region1","IMP_OILPRD","BIOGSL",2030,0
"Region1","IMP_OILPRD","BIOGSL",2031,0
"Region1","IMP_OILPRD","BIOGSL",2032,0
"Region1","IMP_OILPRD","BIOGSL",2033,0
"Region1","IMP_OILPRD","BIOGSL",2034,0
"Region1","IMP_OILPRD","BIOGSL",2035,0
"Region1","IMP_OILPRD","COA",2018,0
"Region1","IMP_OILPRD","COA",2019,0
"Region1","IMP_OILPRD","COA",2020,0
"Region1","IMP_OILPRD","COA",2021,0
"Region1","IMP_OILPRD","COA",2022,0
"Region1","IMP_OILPRD","COA",2023,0
"Region1","IMP_OILPRD","COA",2024,0
"Region1","IMP_OILPRD","COA",2025,0
"Region1","IMP_OILPRD","COA",2026,0
"Region1","IMP_OILPRD","COA",2027,0
"Region1","IMP_OILPRD","COA",2028,0
"Region1","IMP_OILPRD","COA",2029,0
"Region1","IMP_OILPRD","COA",2030,0
"Region1","IMP_OILPRD","COA",2031,0
"Region1","IMP_OILPRD","COA",2032,0
"Region1","IMP_OILPRD","COA",2033,0
"Region1","IMP_OILPRD","COA",2034,0
"Region1","IMP_OILPRD","COA",2035,0
"Region1","IMP_OILPRD","COM_ELC",2018,0
"Region1","IMP_OILPRD","COM_ELC",2019,0
"Region1","IMP_OILPRD","COM_ELC",2020,0
"Region1","IMP_OILPRD","COM_ELC",2021,0
"Region1","IMP_OILPRD","COM_ELC",2022,0
"Region1","IMP_OILPRD","COM_ELC",2023,0
"Region1","IMP_OILPRD","COM_ELC",2024,0
"Region1","IMP_OILPRD","COM_ELC",2025,0
"Region1","IMP_OILPRD","COM_ELC",2026,0
"Region1","IMP_OILPRD","COM_ELC",2027,0
"Region1","IMP_OILPRD","COM_ELC",2028,0
"Region1","IMP_OILPRD","COM_ELC",2029,0
"Region1","IMP_OILPRD","COM_ELC",2030,0
"Region1","IMP_OILPRD","COM_ELC",2031,0
"Region1","IMP_OILPRD","COM_ELC",2032,0
"Region1","IMP_OILPRD","COM_ELC",2033,0
"Region1","IMP_OILPRD","COM_ELC",2034,0
"Region1","IMP_OILPRD","COM_ELC",2035,0
"Region1","IMP_OILPRD","COM_OTH",2018,0
"Region1","IMP_OILPRD","COM_OTH",2019,0
"Region1","IMP_OILPRD","COM_OTH",2020,0
"Region1","IMP_OILPRD","COM_OTH",2021,0
"Region1","IMP_OILPRD","COM_OTH",2022,0
"Region1","IMP_OILPRD","COM_OTH",2023,0
"Region1","IMP_OILPRD","COM_OTH",2024,0
"Region1","IMP_OILPRD","COM_OTH",2025,0
"Region1","IMP_OILPRD","COM_OTH",2026,0
"Region1","IMP_OILPRD","COM_OTH",2027,0
"Region1","IMP_OILPRD","COM_OTH",2028,0
"Region1","IMP_OILPRD","COM_OTH",2029,0
"Region1","IMP_OILPRD","COM_OTH",2030,0
"Region1","IMP_OILPRD","COM_OTH",2031,0
"Region1","IMP_OILPRD","COM_OTH",2032,0
"Region1","IMP_OILPRD","COM_OTH",2033,0
"Region1","IMP_OILPRD","COM_OTH",2034,0
"Region1","IMP_OILPRD","COM_OTH",2035,0
"Region1","IMP_OILPRD","DSL",2018,0
"Region1","IMP_OILPRD","DSL",2019,0
"Region1","IMP_OILPRD","DSL",2020,0
"Region1","IMP_OILPRD","DSL",2021,0
"Region1","IMP_OILPRD","DSL",2022,0
"Region1","IMP_OILPRD","DSL",2023,0
"Region1","IMP_OILPRD","DSL",2024,0
"Region1","IMP_OILPRD","DSL",2025,0
"Region1","IMP_OILPRD","DSL",2026,0
"Region1","IMP_OILPRD","DSL",2027,0
"Region1","IMP_OILPRD","DSL",2028,0
"Region1","IMP_OILPRD","DSL",2029,0
"Region1","IMP_OILPRD","DSL",2030,0
"Region1","IMP_OILPRD","DSL",2031,0
"Region1","IMP_OILPRD","DSL",2032,0
"Region1","IMP_OILPRD","DSL",2033,0
"Region1","IMP_OILPRD","DSL",2034,0
"Region1","IMP_OILPRD","DSL",2035,0
"Region1","IMP_OILPRD","ELC_001",2018,0
"Region1","IMP_OILPRD","ELC_001",2019,0
"Region1","IMP_OILPRD","ELC_001",2020,0
"Region1","IMP_OILPRD","ELC_001",2021,0
"Region1","IMP_OILPRD","ELC_001",2022,0
"Region1","IMP_OILPRD","ELC_001",2023,0
"Region1","IMP_OILPRD","ELC_001",2024,0
"Region1","IMP_OILPRD","ELC_001",2025,0
"Region1","IMP_OILPRD","ELC_001",2026,0
"Region1","IMP_OILPRD","ELC_001",2027,0
"Region1","IMP_OILPRD","ELC_001",2028,0
"Region1","IMP_OILPRD","ELC_001",2029,0
"Region1","IMP_OILPRD","ELC_001",2030,0
"Region1","IMP_OILPRD","ELC_001",2031,0
"Region1","IMP_OILPRD","ELC_001",2032,0
"Region1","IMP_OILPRD","ELC_001",2033,0
"Region1","IMP_OILPRD","ELC_001",2034,0
"Region1","IMP_OILPRD","ELC_001",2035,0
"Region1","IMP_OILPRD","ELC_002",2018,0
"Region1","IMP_OILPRD","ELC_002",2019,0
"Region1","IMP_OILPRD","ELC_002",2020,0
"Region1","IMP_OILPRD","ELC_002",2021,0
"Region1","IMP_OILPRD","ELC_002",2022,0
"Region1","IMP_OILPRD","ELC_002",2023,0
"Region1","IMP_OILPRD","ELC_002",2024,0
"Region1","IMP_OILPRD","ELC_002",2025,0
"Region1","IMP_OILPRD","ELC_002",2026,0
"Region1","IMP_OILPRD","ELC_002",2027,0
"Region1","IMP_OILPRD","ELC_002",2028,0
"Region1","IMP_OILPRD","ELC_002",2029,0
"Region1","IMP_OILPRD","ELC_002",2030,0
"Region1","IMP_OILPRD","ELC_002",2031,0
"Region1","IMP_OILPRD","ELC_002",2032,0
"Region1","IMP_OILPRD","ELC_002",2033,0
"Region1","IMP_OILPRD","ELC_002",2034,0
"Region1","IMP_OILPRD","ELC_002",2035,0
"Region1","IMP_OILPRD","ELC_003",2018,0
"Region1","IMP_OILPRD","ELC_003",2019,0
"Region1","IMP_OILPRD","ELC_003",2020,0
"Region1","IMP_OILPRD","ELC_003",2021,0
"Region1","IMP_OILPRD","ELC_003",2022,0
"Region1","IMP_OILPRD","ELC_003",2023,0
"Region1","IMP_OILPRD","ELC_003",2024,0
"Region1","IMP_OILPRD","ELC_003",2025,0
"Region1","IMP_OILPRD","ELC_003",2026,0
"Region1","IMP_OILPRD","ELC_003",2027,0
"Region1","IMP_OILPRD","ELC_003",2028,0
"Region1","IMP_OILPRD","ELC_003",2029,0
"Region1","IMP_OILPRD","ELC_003",2030,0
"Region1","IMP_OILPRD","ELC_003",2031,0
"Region1","IMP_OILPRD","ELC_003",2032,0
"Region1","IMP_OILPRD","ELC_003",2033,0
"Region1","IMP_OILPRD","ELC_003",2034,0
"Region1","IMP_OILPRD","ELC_003",2035,0
"Region1","IMP_OILPRD","GEO",2018,0
"Region1","IMP_OILPRD","GEO",2019,0
"Region1","IMP_OILPRD","GEO",2020,0
"Region1","IMP_OILPRD","GEO",2021,0
"Region1","IMP_OILPRD","GEO",2022,0
"Region1","IMP_OILPRD","GEO",2023,0
"Region1","IMP_OILPRD","GEO",2024,0
"Region1","IMP_OILPRD","GEO",2025,0
"Region1","IMP_OILPRD","GEO",2026,0
"Region1","IMP_OILPRD","GEO",2027,0
"Region1","IMP_OILPRD","GEO",2028,0
"Region1","IMP_OILPRD","GEO",2029,0
"Region1","IMP_OILPRD","GEO",2030,0
"Region1","IMP_OILPRD","GEO",2031,0
"Region1","IMP_OILPRD","GEO",2032,0
"Region1","IMP_OILPRD","GEO",2033,0
"Region1","IMP_OILPRD","GEO",2034,0
"Region1","IMP_OILPRD","GEO",2035,0
"Region1","IMP_OILPRD","GSL",2018,0
"Region1","IMP_OILPRD","GSL",2019,0
"Region1","IMP_OILPRD","GSL",2020,0
"Region1","IMP_OILPRD","GSL",2021,0
"Region1","IMP_OILPRD","GSL",2022,0
"Region1","IMP_OILPRD","GSL",2023,0
"Region1","IMP_OILPRD","GSL",2024,0
"Region1","IMP_OILPRD","GSL",2025,0
"Region1","IMP_OILPRD","GSL",2026,0
"Region1","IMP_OILPRD","GSL",2027,0
"Region1","IMP_OILPRD","GSL",2028,0
"Region1","IMP_OILPRD","GSL",2029,0
"Region1","IMP_OILPRD","GSL",2030,0
"Region1","IMP_OILPRD","GSL",2031,0
"Region1","IMP_OILPRD","GSL",2032,0
"Region1","IMP_OILPRD","GSL",2033,0
"Region1","IMP_OILPRD","GSL",2034,0
"Region1","IMP_OILPRD","GSL",2035,0
"Region1","IMP_OILPRD","HYD",2018,0
"Region1","IMP_OILPRD","HYD",2019,0
"Region1","IMP_OILPRD","HYD",2020,0
"Region1","IMP_OILPRD","HYD",2021,0
"Region1","IMP_OILPRD","HYD",2022,0
"Region1","IMP_OILPRD","HYD",2023,0
"Region1","IMP_OILPRD","HYD",2024,0
"Region1","IMP_OILPRD","HYD",2025,0
"Region1","IMP_OILPRD","HYD",2026,0
"Region1","IMP_OILPRD","HYD",2027,0
"Region1","IMP_OILPRD","HYD",2028,0
"Region1","IMP_OILPRD","HYD",2029,0
"Region1","IMP_OILPRD","HYD",2030,0
